airbnb_listing_id,ad_name,bairro,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,adr_mediano,adr_medio,n_diarias_observadas,number_of_reviews,star_rating,guest_satisfaction_overall,is_superhost,is_professional
27704457,Meia Praia Itapema Sc,Meia Praia,apartamento,2,2.0,6,,,,1,5.0,5,False,False
12359589,Apartamento de 4 Dormitórios Frente ao Mar,Meia Praia,apartamento,4,2.0,8,,,,31,4.739999771118164,4,False,False
52305543,Temporada com linda vista mar,Não identificado,apartamento,4,4.0,10,,,,0,,0,False,False
39363955,Apto  Inteiro! Seu  Lugar é Aqui!,Meia Praia,apartamento,2,1.0,7,370.0,406.18795346534654,101.0,6,5.0,5,False,False
1069659858321218617,ambiente familiar disponível até o carnaval 2025,Não identificado,casa,0,0.0,5,,,,7,4.710000038146973,4,False,False
1028828653788779501,residencial Lara 2,Não identificado,outros,1,1.0,4,,,,1,5.0,5,False,False
905876922972974570,Perto Russi prédio frente mar,Não identificado,apartamento,3,2.0,9,,,,0,,0,False,True
48848529,AP Meia Praia  Aluguel/Venda - 4min caminhando mar,Meia Praia,apartamento,3,4.0,12,1000.0,1088.4155844155844,231.0,61,4.840000152587891,4,True,False
47254288,MELHOR LOCALIZAÇÃO DA MEIA PRAIA E A 200M DO MAR,Meia Praia,apartamento,3,2.0,6,450.0,504.97687861271675,173.0,38,4.96999979019165,4,False,False
47847374,"EXCELENTE APT. FAMILIAR, 2 QUARTOS, 120m da PRAIA",Meia Praia,apartamento,2,1.0,5,,,,28,4.820000171661377,4,False,False
1316892776746532728,Aluguel temporada Meia Praia,Meia Praia,apartamento,3,3.0,6,,,,0,,0,False,False
733873082801364150,"Apto novo, próximo de tudo. Bairro Morretes",Morretes,apartamento,2,2.0,4,,,,4,5.0,5,False,False
1293564285008286134,3 dormitórios na quadra da praia,Meia Praia,apartamento,3,2.0,7,,,,1,5.0,5,False,False
929120660817262874,"Apto 3 dorm, Centro de Itapema.",Centro,apartamento,3,2.0,6,699.0,745.7176470588236,255.0,4,5.0,5,False,False
1290483684225455949,Apartamento aconchegante,Não identificado,apartamento,2,2.0,4,,,,0,,0,False,False
38723084,APTO NOVO Á 2 QUADRAS DO MAR PRÓX AO RUSSI & RUSSI,Meia Praia,apartamento,3,2.0,8,,,,7,5.0,5,False,False
43754654,Apartamento 3 Suítes a 70 metros do Mar de Itapema,Centro,apartamento,3,3.0,8,897.0,906.1732456140351,228.0,12,5.0,5,False,False
1269119159660044936,Completo Vista Mar 8 Hóspedes,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,True
53076658,Casa de veraneio ampla a 900m da praia,Não identificado,casa,3,1.0,8,,,,0,,0,True,False
633809099013662442,Ap super aconchegante à beira mar Meia Praia,Meia Praia,apartamento,3,2.0,7,450.0,466.16190476190474,105.0,40,4.980000019073486,4,True,False
1318312639932328514,Fino apartamento centro itapema!,Centro,apartamento,2,2.0,6,,,,0,,0,True,False
47468878,"Apartamento Frente Mar, Itapema/SC Meia Praia",Meia Praia,apartamento,4,3.0,8,,,,0,,0,False,False
1213824251801309412,Apartamento Charmoso com Churrasqueira SEO0702,Meia Praia,apartamento,3,3.0,6,954.0,1033.1328571428571,175.0,6,4.5,4,False,True
1139831117529014384,Fantástico Apto vista para o Mar,Não identificado,apartamento,3,2.0,6,610.0,625.9906103286385,213.0,11,5.0,5,True,False
48719693,Apartamento Sol e Mar,Não identificado,apartamento,2,2.0,6,,,,8,4.880000114440918,4,False,False
1306545959582020873,Casa confortável e ampla,Centro,casa,0,0.0,14,,,,0,,0,False,False
708045427082372124,Frente Mar em Itapema,Não identificado,apartamento,2,2.0,5,1250.0,1252.904761904762,252.0,8,5.0,5,False,False
1313121404040146831,"Frente Mar Meia Praia, Russi",Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,False
1084956409800718038,Apto confortável e arejado,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,False
988202244677112791,Aluguel Temporada / acomoda 8 pessoas,Não identificado,apartamento,2,2.0,8,,,,1,5.0,5,False,False
16433733,Aluguel no miolo de Meia Praia 200 m do mar,Meia Praia,apartamento,3,2.0,7,,,,10,4.099999904632568,4,False,False
1260119534147831091,Alugo quarto para temporada e pernoites.,Não identificado,outros,1,0.0,2,,,,2,5.0,5,False,False
1254096741071252185,Itapema Centro pe na areia,Centro,apartamento,3,2.0,6,,,,0,,0,False,False
730934848762809144,Apartamento em Meia Praia,Meia Praia,apartamento,4,3.0,9,,,,3,4.670000076293945,4,False,False
816531385836499020,"Apto 400m da praia, 3 suítes, com churrasqueira",Não identificado,apartamento,3,3.0,8,,,,4,5.0,5,False,False
47844337,Apto novo e clean em meia praia 300m da praia!,Meia Praia,apartamento,2,2.0,6,,,,8,4.880000114440918,4,False,False
1069710216126818337,Apartamento vista para o mar,Não identificado,apartamento,2,2.0,5,,,,4,5.0,5,False,False
20618105,Apto quadra mar Meia Praia - Itapema/SC,Meia Praia,apartamento,2,2.0,5,634.3333,649.4862763779528,127.0,15,4.730000019073486,4,False,False
1291985009511026813,Apto aconchegante,Não identificado,apartamento,2,1.0,4,,,,3,5.0,5,False,False
41822635,"Apto Quadra do Mar,  2 Suítes Casal + 1 Quarto DPL",Não identificado,apartamento,3,3.0,7,,,,0,,0,False,False
1289263958043683265,"Apto 03 suítes, vista mar, Meia Praia - Itapema/SC",Meia Praia,apartamento,3,0.0,8,,,,0,,0,False,False
38569669,Na QUADRA DO MAR em MEIA PRAIA - Itapema SC,Meia Praia,apartamento,5,3.0,13,,,,14,5.0,5,False,False
963040775940890055,Apto próximo a praia em Itapema-SC SEM501,Não identificado,apartamento,2,2.0,5,644.0,714.8837204651163,215.0,37,4.920000076293945,4,False,True
35826155,"Sua casa fora de casa em Itapema/SC, o ano todo!!",Meia Praia,apartamento,2,2.0,6,590.0,590.0,20.0,32,4.909999847412109,4,True,False
37108379,Apartamento família,Não identificado,outros,1,0.0,2,,,,0,,0,False,False
1027088555597671969,Apartamento Meia Praia Itapema,Meia Praia,apartamento,3,2.0,6,,,,2,5.0,5,False,False
1314471490376704385,apartamento vista mar,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
1263748016799621791,Apartamento quadra mar,Não identificado,apartamento,3,2.0,8,,,,0,,0,True,False
890108624797058843,Vista mar acesso direto na praia,Não identificado,apartamento,4,3.0,9,,,,1,5.0,5,False,True
1274679812745645557,Apto aconchegante vista mar 280m da Praia MHF0807,Centro,apartamento,1,1.0,4,607.0,594.6753971428572,210.0,7,4.860000133514404,4,False,True
47441042,Meia Praia - Itapema locação de temporada - ótimo,Meia Praia,apartamento,3,2.0,8,,,,1,4.0,4,False,False
756006202648492532,Apartamento de 3 Suítes na Quadra do Mar,Meia Praia,apartamento,3,3.0,9,,,,0,,0,False,False
1321812028838591137,"Apartamento Alto Padrão Itapema, Meia Praia",Meia Praia,apartamento,3,4.0,8,,,,0,,0,False,False
1060712994513047104,Conforto em Itapema,Meia Praia,apartamento,2,2.0,5,427.0,448.09973404255317,188.0,10,4.900000095367432,4,True,False
1038473014859458540,Ampla casa com piscina,Não identificado,casa,2,2.0,4,,,,6,5.0,5,False,False
42154347,No centro de Meia-Praia e bem ao lado do Shopping,Centro,apartamento,0,3.0,8,,,,0,,0,True,False
1111649100941039100,Mar doce mar,Não identificado,apartamento,3,2.0,10,,,,0,,0,False,False
1069655967488909794,Apart. Meia Praia 3 suítes!,Meia Praia,outros,2,2.0,8,,,,0,,0,False,False
47255498,"Apto Duplex, 3 quartos, 200m da praia",Meia Praia,apartamento,3,3.0,10,,,,2,5.0,5,False,False
1069673755630628429,Casa na rua do shopping russi.,Não identificado,casa,2,1.0,4,,,,1,5.0,5,False,False
787727349025737770,disponovel Natal Apart entre meia praia e centro.,Meia Praia,apartamento,2,1.0,3,,,,0,,0,False,False
1227549458445970951,Ótima acomodação e preço justo.,Não identificado,outros,1,1.0,2,,,,2,5.0,5,False,False
14872547,"Localização perfeita na Meia Praia, perto de TUDO!",Meia Praia,apartamento,2,2.0,5,690.75,613.26953125,64.0,32,4.690000057220459,4,True,False
975376794627405792,Itapema (Meia Praia Centro) - Apto Alvorada,Meia Praia,apartamento,2,0.0,4,,,,10,5.0,5,True,False
16253828,Apartamento Família Beira-Mar,Não identificado,apartamento,3,2.0,7,1610.6666,1605.1979166666667,192.0,24,4.960000038146973,4,False,False
1317493588231563038,Apartamento 2 Quartos Quadra Mar,Meia Praia,apartamento,2,1.0,6,,,,1,5.0,5,False,False
790431243381422888,Apartamento em Meia Praia,Meia Praia,apartamento,3,3.0,8,1000.0,956.2010175572519,262.0,7,5.0,5,False,False
1263250333930923451,Recanto Praia Grossa,Não identificado,casa,1,1.0,2,,,,6,5.0,5,False,False
54197754,Apartamento dois minutos da praia itapema sc,Não identificado,apartamento,2,2.0,6,,,,5,5.0,5,False,False
666688976538823328,"Frente Mar Top! 11 hóspedes 
Sacada churrasqueira",Não identificado,apartamento,4,3.0,11,,,,7,4.860000133514404,4,False,True
1265370363028714118,Studio Vista Mar Apenas 280m da Praia! - MHFA2007,Centro,apartamento,1,1.0,2,382.0,399.53855721393035,201.0,1,5.0,5,False,True
1307441126204445779,Cs inteira 6 pessoas Itapema-SC,Não identificado,casa,2,1.0,6,,,,0,,0,False,False
684175737491387722,Casa de Veraneio,Centro,casa,3,1.0,5,,,,7,4.710000038146973,4,False,False
749236858009962576,Cobertura ampla e pé na areia,Não identificado,apartamento,4,4.0,8,,,,3,5.0,5,False,False
958843937087035776,pé na areia no centro de meia pr,Centro,apartamento,3,4.0,8,,,,5,4.800000190734863,4,False,False
1085708494928220029,Apartamento tranquilo,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
1223298154582279095,Apto 3 suítes 150m do mar,Não identificado,apartamento,3,3.0,8,,,,0,,0,True,False
1297002657786809873,Cobertura 100m do mar em itapema,Não identificado,apartamento,3,4.0,10,,,,2,5.0,5,False,False
47264359,Cobertura Duplex em prédio frente mar,Meia Praia,apartamento,4,2.0,10,,,,1,5.0,5,False,False
22531967,Praia de Itapema - SC,Não identificado,apartamento,3,3.0,8,,,,0,,0,False,False
1043497443334655968,Frente mar no Centro de Itapema,Meia Praia,apartamento,2,2.0,5,870.0,870.8373023809525,42.0,7,4.860000133514404,4,False,False
1006595840509483072,Residencial Grand Rubi-705,Morretes,apartamento,2,2.0,7,,,,0,,0,False,False
1287180065951019381,Kitnet em Itapema,Não identificado,casa,1,1.0,2,,,,7,4.860000133514404,4,True,False
1312372350540984887,Apartamento Alto Padrão de Luxo,Não identificado,apartamento,4,5.0,9,,,,0,,0,False,False
1060253210101894661,Apto c/ suíte a 2 quadras do mar,Meia Praia,apartamento,2,2.0,5,,,,10,4.900000095367432,4,True,False
1292076494703109140,Aluguel de verão,Não identificado,casa,2,2.0,7,,,,0,,0,False,False
1240643134903046008,Apto 3q Meia Praia-Morada Régia,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,False,False
48254075,Quadra mar perfeito,Não identificado,apartamento,2,2.0,5,509.0,490.5686274509804,51.0,33,4.849999904632568,4,True,False
1016568511063529821,Seu Refúgio em Itapema Espera por Você !,Não identificado,apartamento,3,2.0,8,,,,2,5.0,5,False,False
1012231847285880827,"apto 3 quartos,  quadra mar",Não identificado,apartamento,3,2.0,10,,,,0,,0,False,False
16662563,(279) Monte Carlo: frente para o mar em Meia Praia,Meia Praia,apartamento,4,3.0,11,1728.0,1728.0,186.0,56,4.880000114440918,4,True,True
766156195693050227,Cobertura Duplex no Centro à 100 mt Shoping Russi,Centro,apartamento,5,5.0,16,1897.0,1831.6442307692307,52.0,16,4.940000057220459,4,False,True
828307537051457546,"Suíte com Ar-Condicionado a 2,5 quadras da Praia!",Não identificado,outros,1,1.0,2,,,,6,5.0,5,False,False
45512442,Amplo apto (204) 04 dorm. na beira da praia,Não identificado,apartamento,4,2.0,8,790.0,676.2868852459017,61.0,20,4.800000190734863,4,False,False
1156781537062859668,Casa Completa Esperando por você,Não identificado,casa,2,1.0,5,,,,61,4.96999979019165,4,True,False
45726200,"Vista Mar, Moderno e Reformado!  Até 11 hóspedes!",Não identificado,apartamento,3,3.0,11,1590.0,1491.4364406779662,118.0,15,5.0,5,False,True
527368588316891258,Apto a 100m da praia com wifi e ar condicionado,Centro,apartamento,2,2.0,5,,,,7,4.860000133514404,4,False,False
14884678,"01 Suíte + 02 Dormitórios, Edif. Frente Mar [403]",Meia Praia,apartamento,3,2.0,6,595.0,577.887323943662,71.0,20,4.699999809265137,4,False,False
964579064376617710,Apto c/ churrasq. 500m da praia Itapema-SC ESM602,Não identificado,apartamento,3,0.0,8,732.0,767.4624277456647,173.0,4,5.0,5,False,True
41762297,Casa espaçosa e confortável para grandes famílias,Canto da Praia,casa,6,3.0,16,1651.25,1664.3,160.0,1,5.0,5,False,False
1208690202721738211,Apto completo e aconchegante,Não identificado,apartamento,1,1.0,2,,,,1,5.0,5,False,False
734317980236725351,"Apto novo, a 30 metros do mar.",Meia Praia,apartamento,4,4.0,10,,,,1,5.0,5,False,False
610155932497817911,(102) Romântico e funcional. Perto do mar.,Não identificado,apartamento,2,1.0,5,518.0,518.0,195.0,85,4.880000114440918,4,True,True
53990080,"Cobertura Pé na Areia, ampla e aconchegante!",Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
39789650,Apto c/ vista do mar e nascer do sol em Meia Praia,Meia Praia,apartamento,2,2.0,6,,,,4,4.75,4,False,False
782494656199337158,Ap. Frente Mar - Itapema,Ilhota,apartamento,2,1.0,6,,,,22,4.679999828338623,4,True,False
1312606525920978616,Apartamento no Coração de  Meia Praia 80m da praia,Meia Praia,apartamento,2,1.0,6,,,,3,5.0,5,False,False
1318341646949848198,Flat Meia Praia Novo,Meia Praia,apartamento,1,1.0,4,,,,1,5.0,5,True,False
47130787,Apartamento 3 suítes 3 vagas 50m do mar!!!,Não identificado,apartamento,3,4.0,6,,,,2,4.5,4,False,False
821655940167878176,4 Suites - 20m do mar,Não identificado,apartamento,4,4.0,8,,,,0,,0,False,False
1044724334704468537,Apartamento itapema frente mar,Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1066105364930743053,Sobrado geminado temporada 1,Meia Praia,casa,2,3.0,5,,,,6,4.829999923706055,4,True,False
551461385062038076,"Apartamento de frente para o Mar, alto padrão.",Não identificado,apartamento,3,3.0,8,,,,0,,0,False,False
914999722763333589,Ap  alto padrão meia praia,Meia Praia,apartamento,4,5.0,11,,,,0,,0,False,
1279732570135680973,Residencial Shalom,Centro,casa,2,3.0,6,,,,0,,0,False,False
1038053437487514538,"Coração da Meia Praia-Área Nobre 
Próximo de tudo.",Meia Praia,apartamento,3,1.0,5,,,,0,,0,False,False
45803876,"Lindo Apto, Meia Praia, Itapema, 3 suítes com ar",Meia Praia,apartamento,3,3.0,7,450.0,531.8184523809524,168.0,40,5.0,5,True,False
1302418579673981667,Residencial Carmelo,Não identificado,apartamento,2,2.0,6,,,,0,,0,False,False
46048941,Lindo apto em Itapema diferenciado,Não identificado,apartamento,2,2.0,6,400.0,371.8235294117647,34.0,58,4.909999847412109,4,True,False
990753381537113233,Apartamento em Meia Praia,Meia Praia,apartamento,2,2.0,4,,,,1,5.0,5,False,False
1241358686262226420,apartamento 180 metros da praia,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
1248542115027053727,Sea Breeze - Brisa do Mar - Pé na Areia em Itapema,Meia Praia,apartamento,3,1.0,9,,,,1,5.0,5,False,True
1187061700423806804,Apto aconchegante vista mar em Itapema - MHF0607,Centro,apartamento,1,1.0,4,608.0,608.5170071428572,196.0,3,5.0,5,False,True
967442825122503004,Apto no centro de meia praia - Edf. Maria Rosa,Meia Praia,apartamento,3,3.0,9,,,,2,4.5,4,False,False
1208735754877396448,"Belo studio 280m da praia, com vista mar MHFA0506",Centro,apartamento,1,1.0,2,427.0,433.66346153846155,208.0,2,5.0,5,False,True
52437705,Apto a 200 metros da praia,Meia Praia,apartamento,2,2.0,8,,,,1,5.0,5,False,False
45911990,Apartamento de frente para o mar em Meia Praia,Meia Praia,apartamento,3,2.0,6,560.0,661.1181781818182,55.0,38,4.949999809265137,4,True,False
1203003652162530323,Único: 1 ap/andar com Hall privativo. Luxo Total.,Não identificado,apartamento,2,2.0,6,,,,18,4.889999866485596,4,True,False
45768161,Ap R.255 Quadra mar - Meia Praia - ITAPEMA/SC,Meia Praia,apartamento,3,2.0,6,850.0,696.6404761904762,210.0,22,4.820000171661377,4,False,False
1058608574256056822,"20 passos da areia, vista mar",Não identificado,apartamento,3,2.0,8,,,,1,5.0,5,False,True
1018988231816821881,"Meia Praia, 100 metros do mar!",Meia Praia,apartamento,3,2.0,5,,,,1,5.0,5,False,False
50561328,"""LINDOAPÊ SACADA VISTAMAR-MELHOR REGIAO MEIA PRAIA",Meia Praia,apartamento,3,2.0,7,700.0,886.25,20.0,32,4.78000020980835,4,True,False
621626596784793972,"Apartamento há 2min do Mar
Rua 210
Meia praia Sc",Meia Praia,apartamento,3,2.0,8,500.0,524.4186046511628,43.0,39,5.0,5,True,False
1029566381255289346,Apartamento de alto padrão,Não identificado,apartamento,3,2.0,10,,,,0,,0,False,False
24754306,Apto quadra do Mar na Santa e Bela Catarina,Não identificado,apartamento,3,3.0,6,,,,5,5.0,5,False,False
44277119,Apartamento inteiro - Itapema - SC,Não identificado,apartamento,2,2.0,6,,,,4,4.5,4,False,False
1055739043688411409,Apartamento na Meia Praia,Meia Praia,apartamento,3,3.0,8,,,,0,,0,True,False
30032994,Pertinho da praia e de tudo,Meia Praia,apartamento,2,2.0,8,395.0,428.6111111111111,144.0,11,5.0,5,True,False
39498604,(226801) 3 suítes confortável e Moderno em Itapema,Não identificado,apartamento,3,3.0,10,,,,2,4.5,4,False,False
21077682,"Apto de Alto-Padrão, 4 Quartos e Vista para o Mar",Meia Praia,apartamento,4,3.0,10,670.3333,791.90909,110.0,31,4.96999979019165,4,True,False
1072517073581411088,Apartamento em Meia-Praia,Centro,apartamento,2,2.0,4,,,,1,5.0,5,False,False
30153564,Apto a 50 m da praia e perto dos parques de SC!,Não identificado,apartamento,2,0.0,6,425.5,423.4583331746032,126.0,39,4.900000095367432,4,True,False
668715506986619718,Apartamento maravilhoso em Meia Praia e vista mar,Meia Praia,apartamento,3,3.0,8,565.0,641.1356920353982,113.0,17,4.940000057220459,4,True,False
726824755593769251,Sua casa na práia totalmente mobiliada com garagem,Não identificado,apartamento,3,2.0,6,,,,1,5.0,5,False,False
47966333,Apto pé na areia em Itapema.,Não identificado,apartamento,5,5.0,10,,,,20,4.949999809265137,4,False,False
937784845189626298,4199 Apartamento 2 quartos em Meia Praia,Meia Praia,hotel,2,2.0,6,,,,0,,0,False,True
53314692,Cobertura  visão panorâmica de toda praia Itapema,Não identificado,apartamento,1,1.0,5,520.0,665.881851369863,146.0,19,4.579999923706055,4,False,False
1074829679064875721,Moderno Meia Praia!,Meia Praia,apartamento,3,3.0,8,749.0,749.0,6.0,10,5.0,5,True,False
957850854349366173,Apto 350m do mar com vista para a praia de Itapema,Não identificado,apartamento,2,2.0,6,,,,4,5.0,5,False,False
978956556263109793,Apartamento Praia central de Itapema 19° andar,Não identificado,apartamento,2,2.0,5,,,,2,5.0,5,False,False
1052895085056584824,Apartamento de frente para o mar,Meia Praia,apartamento,3,3.0,8,,,,1,5.0,5,True,False
51742599,A 50m do mar 4 quartos sendo 2 suítes e 2 garagens,Não identificado,apartamento,4,3.0,10,,,,3,5.0,5,False,False
1020352360748829864,Apartamento Frente ao Mar,Não identificado,apartamento,3,2.0,8,,,,5,5.0,5,False,False
1315170793056402402,Ap itapema meia praia frente mar,Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,False
1294439015861379459,Ap 1001- O Paraíso na Meia Praia,Meia Praia,apartamento,3,0.0,7,,,,0,,0,False,False
41731457,RP Estúdio Meia Praia ar wifi vaga coz. tv smart,Meia Praia,apartamento,0,1.0,5,,,,8,4.5,4,False,False
663206784662825327,Apartamento na QUADRA DO MAR em Meia Praia,Meia Praia,apartamento,3,2.0,6,,,,7,4.139999866485596,4,False,False
1062531273496862060,Apto Itapema-2 quartos-300m Mar,Não identificado,apartamento,2,2.0,5,,,,0,,0,False,False
1269744096051808853,A Poucos Passos do Mar,Não identificado,apartamento,3,3.0,9,,,,0,,0,False,False
1303593007044032483,"Apto 04 dorm. ótima localização, até 12 pessoas.",Não identificado,apartamento,4,0.0,12,,,,0,,0,False,False
21103807,"Itapema - Ap. Cobertura, 4 quatros , 130 mt praia",Não identificado,apartamento,5,4.0,10,1450.0,1081.6901408450703,71.0,38,4.96999979019165,4,False,False
766523470893238581,Apartamento Beira Mar.,Meia Praia,apartamento,3,2.0,7,,,,1,4.0,4,False,False
927426464522828770,149- Apto na meia praia com ótima localização,Meia Praia,hotel,2,2.0,6,,,,0,,0,False,True
53682994,Apartamento encantador na quadra da praia!,Meia Praia,apartamento,3,2.0,7,,,,4,5.0,5,False,False
53567582,Pé na areia em alto estilo!,Não identificado,apartamento,3,2.0,10,,,,2,5.0,5,False,True
1062460880319807251,Linda casa a 100 metros do mar,Não identificado,casa,3,1.0,8,,,,0,,0,False,False
790518755885066166,Lindo apartamento em Itapema-SC,Não identificado,apartamento,3,4.0,6,750.0,794.5448176470588,119.0,6,5.0,5,False,False
1057823197232677783,Apartamento Novo - Próx. Praia,Canto da Praia,apartamento,2,1.0,6,,,,6,4.5,4,False,False
1101585118067937280,Lindo Apartamento 3 suítes,Não identificado,apartamento,3,4.0,10,,,,0,,0,False,False
27397473,03 quartos - perto do mar,Meia Praia,apartamento,3,1.0,10,,,,4,4.75,4,True,False
1260799506532685081,Casa Meia praia Itapema comporta até 25 pessoas,Meia Praia,casa,10,9.0,16,,,,0,,0,False,False
1218991049874355381,Apto 3 suítes 100 m do mar.,Centro,apartamento,3,3.0,6,,,,0,,0,False,False
1254367793260264188,chalé recanto da natureza,Meia Praia,casa,2,1.0,4,,,,0,,0,False,False
1257368703930215344,Ótimo custo-benefício!,Não identificado,apartamento,3,2.0,8,,,,0,,0,False,False
31380471,Meia Praia Apartamento Perfeito,Meia Praia,apartamento,3,3.0,7,800.0,890.7798387096774,186.0,27,4.670000076293945,4,True,False
28029195,Amplo Apto Meia Praia - Itapema - Vista Mar,Meia Praia,apartamento,3,3.0,7,,,,4,5.0,5,False,False
1306071127428219225,Suíte Águas do Atlântico,Não identificado,outros,1,1.0,2,,,,0,,0,False,False
792567012140217848,80 Metros do Mar Meia Praia,Meia Praia,apartamento,3,3.0,8,,,,0,,0,False,False
1300042401669433590,Apartamento na Quadra do Mar,Meia Praia,apartamento,3,2.0,7,,,,0,,0,False,False
1170581686192011483,Meia Praia Apartamento Vista mar,Meia Praia,apartamento,2,2.0,6,,,,14,4.860000133514404,4,True,False
1237097584529010572,Quarto Suíte em AP compartilhado Quadra Mar,Não identificado,outros,1,1.0,2,,,,0,,0,False,False
1312524247058689796,Aconchego e Conforto a Poucos Passos do Mar,Meia Praia,apartamento,3,3.0,7,,,,1,5.0,5,False,False
1204202556611988459,Refúgio de Campo na Praia,Não identificado,casa,3,2.0,8,,,,1,5.0,5,False,
31560419,Apto quadra do mar 90 mts praia central Itapema,Não identificado,apartamento,2,2.0,6,449.0,421.22222222222223,108.0,16,5.0,5,False,False
1021069474943551711,Apto 3 Suítes  Quadra mar AL070,Meia Praia,apartamento,3,3.0,8,,,,0,,0,True,False
1072539500992627353,"Apartamento cobertura - Meia praia, pé na areia!",Meia Praia,apartamento,4,3.0,9,,,,1,5.0,5,False,False
1183341386353396185,Residence/praia-mar,Não identificado,apartamento,4,2.0,8,,,,0,,0,True,False
993657929672148104,Apartamento MEIA PRAIA - Itapema,Meia Praia,apartamento,3,3.0,8,,,,4,5.0,5,False,False
1063705737261985613,Casal + Sofa a Cama casal,Não identificado,casa,1,1.0,3,,,,4,4.25,4,False,False
1077455073809832287,Apartamento em Meia Praia,Meia Praia,apartamento,2,2.0,6,,,,3,5.0,5,False,False
45889892,"Pequeno refúgio a 20m do mar, centro de Meia Praia",Meia Praia,apartamento,2,2.0,6,595.0,624.5264900662252,151.0,58,4.980000019073486,4,True,False
1298534026763641217,Apto com 3 suítes em Meia Praia,Meia Praia,apartamento,3,4.0,8,,,,0,,0,False,False
3977675,RP Estúdio Meia Praia ar wifi vaga coz. tv smart,Meia Praia,apartamento,0,1.0,5,198.0,242.7121210909091,55.0,21,4.619999885559082,4,False,False
1321064167200107186,Apartamento Itapema,Não identificado,apartamento,2,1.0,5,,,,0,,0,False,
1297703553282099427,apartamento de veraneio 02,Não identificado,apartamento,2,2.0,5,,,,2,4.5,4,False,False
772261416620745030,Apartamento Lindo e confortável perto da praia !,Não identificado,apartamento,3,3.0,6,825.0,835.3601895734597,211.0,10,5.0,5,False,False
1095231396684061228,Apartamento Itapema Vista Mar,Não identificado,apartamento,3,2.0,6,,,,0,,0,False,
1303756660115417355,"Itapema Great
It is a full apartment",Não identificado,apartamento,2,2.0,5,,,,1,3.0,3,False,False
28889043,Lindo Apartamento Vista para o Mar  Itapema SC,Não identificado,apartamento,3,3.0,8,,,,2,4.5,4,False,False
761435242184281814,Seu Cantinho na Meia Praia - Itapema SC,Meia Praia,apartamento,2,1.0,6,,,,8,4.880000114440918,4,True,False
1275531280106913427,Novo com linda vista e 3 suítes,Meia Praia,apartamento,3,3.0,8,,,,9,5.0,5,False,False
1242636559252630512,Flat completo /vista mar.,Não identificado,apartamento,1,1.0,4,,,,0,,0,False,False
15549803,Apto de Frente Pro Mar - ITAPEMA - SC - Brasil,Centro,apartamento,4,3.0,8,490.0,775.5673076923077,104.0,82,4.929999828338623,4,True,False
1257280185796580133,Apartamento Cobertura  Pé na Areia itapema,Não identificado,apartamento,4,3.0,10,,,,0,,0,False,False
39507664,"Meia praia itapema, 8 pessoas, 2 suítes, beira mar",Meia Praia,apartamento,4,3.0,8,429.0,428.29761904761904,84.0,50,4.840000152587891,4,True,False
1313073144404552593,Apartamento Itapema Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,1,5.0,5,False,False
1056816282920055514,(286) Confort,Não identificado,apartamento,3,3.0,6,540.0,564.56410295858,169.0,15,4.929999828338623,4,True,True
1006520154239574601,Férias 2 minutos do mar! Res Diamante Mandarim,Meia Praia,apartamento,2,2.0,8,,,,0,,0,False,False
1050749872031768842,Apartamento perto do mar,Não identificado,apartamento,2,2.0,6,,,,3,4.670000076293945,4,False,False
1284110666632259028,Apto charmoso vista mar 280m da Praia MHF0904,Centro,apartamento,1,1.0,4,600.0,600.6614042105264,190.0,0,,0,False,True
818513037989175149,"Novíssimo, lindo, 5 min da praia",Andorinha,apartamento,2,2.0,6,,,,4,5.0,5,False,False
559430665216139427,Suíte em apto compartilhado a 100 m do mar,Não identificado,outros,1,1.0,3,,,,7,5.0,5,False,False
1218776899039658891,“4 suítes - Perto da Praia”,Não identificado,apartamento,4,4.0,8,,,,0,,0,False,True
771054676372745506,157 mt da praia! Segundo andar,Meia Praia,casa,3,2.0,10,,,,0,,0,True,False
754796838418506202,"Apartamento em Itapema, meia praia.130 mts do mar",Meia Praia,apartamento,3,2.0,9,675.0,604.6638418079096,177.0,12,5.0,5,False,False
1040468720599464619,Ape ílhas Maurício,Não identificado,apartamento,2,2.0,5,,,,2,5.0,5,False,False
1236324650857979589,Apartamento em Meia Praia,Meia Praia,apartamento,3,2.0,8,,,,0,,0,False,False
745721701947116393,Condomínio com portaria 24hs com uma área de lazer,Não identificado,apartamento,2,1.0,6,,,,0,,0,False,False
1191543560489849934,"Lindo sobrado, casa de campo",Não identificado,casa,2,3.0,5,,,,1,5.0,5,False,False
